127.0.0.1, 2012-11-06 01:55:54, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-06 02:48:17, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.097000
127.0.0.1, 2012-11-06 03:14:41, POST, /admin/default/edit/ssad_project_f/controllers/default.py, HTTP/1.1, 200, 0.075000
127.0.0.1, 2012-11-06 03:14:45, GET, /ssad_project_f/default/relate, HTTP/1.1, 200, 0.143000
127.0.0.1, 2012-11-06 03:14:47, GET, /ssad_project_f/default/kruskal, HTTP/1.1, 200, 0.105000
127.0.0.1, 2012-11-11 21:38:44, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-11 21:38:45, GET, /welcome/default/index, HTTP/1.1, 200, 0.228000
127.0.0.1, 2012-11-11 21:38:51, GET, /admin/default/site, HTTP/1.1, 303, 0.103000
127.0.0.1, 2012-11-11 21:38:51, GET, /admin/default/index, HTTP/1.1, 200, 0.088000
127.0.0.1, 2012-11-11 21:38:53, POST, /admin/default/index, HTTP/1.1, 303, 0.040000
127.0.0.1, 2012-11-11 21:38:53, GET, /admin/default/site, HTTP/1.1, 200, 0.093000
127.0.0.1, 2012-11-11 21:38:54, POST, /admin/default/check_version, HTTP/1.1, 500, 0.841000
127.0.0.1, 2012-11-11 21:38:54, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.058000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/default/index, HTTP/1.1, 303, 0.129000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/default/user/login, HTTP/1.1, 200, 0.065000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/css/calendar.css, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/js/jquery.js, HTTP/1.1, 200, 0.006000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/js/calendar.js, HTTP/1.1, 200, 0.024000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 200, 0.023000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/js/web2py.js, HTTP/1.1, 200, 0.024000
127.0.0.1, 2012-11-11 21:38:55, GET, /project/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 200, 0.003000
127.0.0.1, 2012-11-11 21:38:57, POST, /project/default/user/login, HTTP/1.1, 303, 0.082000
127.0.0.1, 2012-11-11 21:38:57, GET, /project/default/index, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-11 21:39:16, POST, /project/default/index, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-11-11 21:39:21, GET, /project/default/relate, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-11 21:40:41, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-11 21:40:41, GET, /welcome/default/index, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-11 21:40:45, GET, /admin/default/index, HTTP/1.1, 200, 0.044000
127.0.0.1, 2012-11-11 21:40:51, POST, /admin/default/index, HTTP/1.1, 303, 0.040000
127.0.0.1, 2012-11-11 21:40:51, GET, /admin/default/site, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-11 21:40:52, POST, /admin/default/check_version, HTTP/1.1, 500, 0.827000
127.0.0.1, 2012-11-11 21:40:52, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.036000
127.0.0.1, 2012-11-11 21:40:59, GET, /project/default/index, HTTP/1.1, 303, 0.035000
127.0.0.1, 2012-11-11 21:40:59, GET, /project/default/user/login, HTTP/1.1, 200, 0.048000
127.0.0.1, 2012-11-11 21:41:04, POST, /project/default/user/login, HTTP/1.1, 303, 0.057000
127.0.0.1, 2012-11-11 21:41:04, GET, /project/default/index, HTTP/1.1, 200, 0.055000
127.0.0.1, 2012-11-11 21:41:14, GET, /project/default/relate, HTTP/1.1, 200, 0.042000
127.0.0.1, 2012-11-11 21:43:14, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-11 21:43:14, GET, /welcome/default/index, HTTP/1.1, 200, 0.077000
127.0.0.1, 2012-11-11 21:43:16, GET, /admin/default/index, HTTP/1.1, 303, 0.026000
127.0.0.1, 2012-11-11 21:43:16, GET, /admin/default/site, HTTP/1.1, 200, 0.087000
127.0.0.1, 2012-11-11 21:43:18, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.026000
127.0.0.1, 2012-11-11 21:43:21, GET, /welcome/default/index, HTTP/1.1, 200, 0.087000
127.0.0.1, 2012-11-11 21:43:24, GET, /admin/default/index, HTTP/1.1, 303, 0.022000
127.0.0.1, 2012-11-11 21:43:24, GET, /admin/default/site, HTTP/1.1, 200, 0.092000
127.0.0.1, 2012-11-11 21:43:25, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.731000
127.0.0.1, 2012-11-11 21:43:26, GET, /admin/default/design/project, HTTP/1.1, 200, 0.276000
127.0.0.1, 2012-11-13 11:16:49, GET, /, HTTP/1.1, 303, 0.003000
127.0.0.1, 2012-11-13 11:16:54, GET, /welcome/default/index, HTTP/1.1, 200, 2.483000
127.0.0.1, 2012-11-13 11:21:08, GET, /admin/default/site, HTTP/1.1, 303, 0.098000
127.0.0.1, 2012-11-13 11:21:08, GET, /admin/default/index, HTTP/1.1, 200, 0.160000
127.0.0.1, 2012-11-13 11:21:11, POST, /admin/default/index, HTTP/1.1, 303, 0.041000
127.0.0.1, 2012-11-13 11:21:11, GET, /admin/default/site, HTTP/1.1, 200, 0.114000
127.0.0.1, 2012-11-13 11:21:12, POST, /admin/default/check_version, HTTP/1.1, 500, 0.813000
127.0.0.1, 2012-11-13 11:21:13, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.237000
127.0.0.1, 2012-11-13 11:21:14, GET, /welcome/default/index, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-13 11:21:16, GET, /admin/default/site, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-13 11:21:17, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.717000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/default/index, HTTP/1.1, 303, 0.138000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/default/user/login, HTTP/1.1, 200, 0.065000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/js/jquery.js, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/css/calendar.css, HTTP/1.1, 200, 0.024000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/js/web2py.js, HTTP/1.1, 200, 0.023000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/js/calendar.js, HTTP/1.1, 200, 0.024000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 200, 0.018000
127.0.0.1, 2012-11-13 11:21:18, GET, /pro/static/plugin_layouts/superfish.js, HTTP/1.1, 200, 0.013000
127.0.0.1, 2012-11-13 11:21:19, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 200, 0.006000
127.0.0.1, 2012-11-13 11:21:24, POST, /pro/default/user/login, HTTP/1.1, 303, 0.092000
127.0.0.1, 2012-11-13 11:21:24, GET, /pro/default/index, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-11-13 11:21:27, GET, /pro/default/relate, HTTP/1.1, 200, 0.042000
127.0.0.1, 2012-11-13 11:21:29, GET, /pro/default/index1.html, HTTP/1.1, 200, 0.093000
127.0.0.1, 2012-11-13 11:21:32, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.194000
127.0.0.1, 2012-11-13 11:36:39, GET, /admin/default/index, HTTP/1.1, 303, 0.017000
127.0.0.1, 2012-11-13 11:36:40, GET, /admin/default/site, HTTP/1.1, 200, 0.110000
127.0.0.1, 2012-11-13 11:36:41, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.253000
127.0.0.1, 2012-11-13 11:36:42, GET, /pro/default/index, HTTP/1.1, 200, 0.129000
127.0.0.1, 2012-11-13 11:36:44, GET, /pro/default/relate, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-11-13 11:36:46, GET, /pro/default/index1.html, HTTP/1.1, 200, 0.129000
127.0.0.1, 2012-11-13 11:37:43, GET, /pro/default/relate, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-11-13 11:37:43, GET, /pro/default/index, HTTP/1.1, 200, 0.065000
127.0.0.1, 2012-11-13 11:37:47, GET, /pro/default/index, HTTP/1.1, 200, 0.046000
127.0.0.1, 2012-11-13 11:37:57, GET, /admin/default/edit/pro/models/db.py, HTTP/1.1, 200, 0.111000
127.0.0.1, 2012-11-13 11:37:59, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.185000
127.0.0.1, 2012-11-13 11:38:00, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 11:38:05, GET, /pro/appadmin/select/db, HTTP/1.1, 200, 0.077000
127.0.0.1, 2012-11-13 11:38:15, POST, /pro/appadmin/select/db, HTTP/1.1, 200, 0.090000
127.0.0.1, 2012-11-13 11:38:50, POST, /pro/default/index, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-13 11:39:06, POST, /pro/default/index, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 11:39:23, POST, /pro/default/index, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 11:39:46, POST, /pro/default/index, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-11-13 11:40:09, POST, /pro/default/index, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 11:40:12, GET, /pro/default/relate, HTTP/1.1, 200, 0.056000
127.0.0.1, 2012-11-13 11:40:23, POST, /pro/default/relate, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-11-13 11:40:29, POST, /pro/default/relate, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-13 11:40:34, POST, /pro/default/relate, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-13 11:40:38, POST, /pro/default/relate, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-13 11:40:40, GET, /pro/default/index1.html, HTTP/1.1, 200, 0.102000
127.0.0.1, 2012-11-13 11:57:29, POST, /pro/default/relate, HTTP/1.1, 200, 0.053000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/css/calendar.css, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/js/web2py.js, HTTP/1.1, 304, 0.016000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/js/calendar.js, HTTP/1.1, 304, 0.021000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 304, 0.021000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.017000
127.0.0.1, 2012-11-13 11:57:29, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 11:57:32, GET, /pro/default/index, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-11-13 12:00:02, GET, /pro/, HTTP/1.1, 200, 0.053000
127.0.0.1, 2012-11-13 12:00:10, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-13 12:00:10, GET, /welcome/default/index, HTTP/1.1, 200, 0.035000
127.0.0.1, 2012-11-13 12:00:12, GET, /admin/default/index, HTTP/1.1, 303, 0.017000
127.0.0.1, 2012-11-13 12:00:12, GET, /admin/default/site, HTTP/1.1, 200, 0.071000
127.0.0.1, 2012-11-13 12:00:13, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.068000
127.0.0.1, 2012-11-13 12:00:15, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.134000
127.0.0.1, 2012-11-13 12:00:19, GET, /admin/default/edit/pro/controllers/default.py, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-11-13 12:00:30, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.065000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/default/index, HTTP/1.1, 200, 0.065000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/js/calendar.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/css/calendar.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/js/web2py.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 12:00:52, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 12:00:56, GET, /pro/default/relate, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-13 12:00:58, GET, /pro/default/index1.html, HTTP/1.1, 200, 0.080000
127.0.0.1, 2012-11-13 12:01:09, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.124000
127.0.0.1, 2012-11-13 12:01:12, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-11-13 12:01:18, GET, /pro/appadmin/select/db, HTTP/1.1, 200, 0.074000
127.0.0.1, 2012-11-13 12:16:21, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.080000
127.0.0.1, 2012-11-13 12:16:25, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.162000
127.0.0.1, 2012-11-13 12:16:30, GET, /admin/default/index, HTTP/1.1, 303, 0.013000
127.0.0.1, 2012-11-13 12:16:31, GET, /admin/default/site, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-13 12:16:32, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.023000
127.0.0.1, 2012-11-13 12:16:34, GET, /pro/default/index, HTTP/1.1, 200, 0.055000
127.0.0.1, 2012-11-13 12:16:37, GET, /pro/default/dele, HTTP/1.1, 303, 0.068000
127.0.0.1, 2012-11-13 12:16:37, GET, /pro/default/index, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-11-13 12:16:40, GET, /pro/default/dele, HTTP/1.1, 303, 0.060000
127.0.0.1, 2012-11-13 12:16:40, GET, /pro/default/index, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-11-13 12:17:05, POST, /pro/default/index, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-13 12:17:25, POST, /pro/default/index, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 12:18:22, POST, /pro/default/index, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-13 12:18:47, POST, /pro/default/index, HTTP/1.1, 200, 0.070000
127.0.0.1, 2012-11-13 12:18:49, GET, /pro/default/relate, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-11-13 12:18:58, POST, /pro/default/relate, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-11-13 12:19:02, POST, /pro/default/relate, HTTP/1.1, 200, 0.057000
127.0.0.1, 2012-11-13 12:19:18, POST, /pro/default/relate, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 12:19:21, GET, /pro/default/index1.html, HTTP/1.1, 200, 0.076000
127.0.0.1, 2012-11-13 12:21:25, GET, /admin/default/edit/pro/controllers/default.py, HTTP/1.1, 200, 0.063000
127.0.0.1, 2012-11-13 12:21:33, GET, /admin/default/index, HTTP/1.1, 303, 0.018000
127.0.0.1, 2012-11-13 12:21:34, GET, /admin/default/site, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-11-13 12:21:35, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.085000
127.0.0.1, 2012-11-13 12:21:37, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.140000
127.0.0.1, 2012-11-13 12:21:39, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.080000
127.0.0.1, 2012-11-13 12:21:44, GET, /pro/appadmin/select/db, HTTP/1.1, 200, 0.082000
127.0.0.1, 2012-11-13 12:22:40, GET, /admin/default/edit/pro/views/default/relate.html, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-11-13 12:22:51, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.053000
127.0.0.1, 2012-11-13 12:23:04, POST, /admin/default/edit/pro/views/default/relate.html, HTTP/1.1, 200, 0.044000
127.0.0.1, 2012-11-13 12:23:13, POST, /pro/default/relate, HTTP/1.1, 200, 0.046000
127.0.0.1, 2012-11-13 12:23:13, GET, /pro/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/js/calendar.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/js/web2py.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 304, 0.011000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-11-13 12:23:14, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-11-13 12:23:15, GET, /pro/default/kruskal, HTTP/1.1, 200, 0.071000
127.0.0.1, 2012-11-13 12:24:16, GET, /admin/default/edit/pro/controllers/default.py, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-13 12:24:17, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.117000
127.0.0.1, 2012-11-13 12:24:21, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-13 12:24:26, GET, /pro/appadmin/select/db, HTTP/1.1, 200, 0.072000
127.0.0.1, 2012-11-13 12:26:01, POST, /pro/default/relate, HTTP/1.1, 200, 0.110000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/js/jquery.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/css/calendar.css, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/js/calendar.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/js/web2py.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/style.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-11-13 12:26:01, GET, /pro/static/plugin_layouts/layouts/CorporateOffice/images/building.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-11-13 12:26:31, GET, /pro/appadmin/index, HTTP/1.1, 200, 0.082000
127.0.0.1, 2012-11-13 12:26:36, GET, /pro/, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-11-13 12:26:39, GET, /pro/dele, HTTP/1.1, 404, 0.044000
127.0.0.1, 2012-11-13 12:27:54, GET, /pro/dele, HTTP/1.1, 404, 0.036000
127.0.0.1, 2012-11-13 12:28:46, GET, /pro/, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 12:29:21, POST, /pro/, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-11-13 12:29:39, POST, /pro/, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-11-13 12:29:55, POST, /pro/, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-11-13 12:30:09, POST, /pro/, HTTP/1.1, 200, 0.070000
127.0.0.1, 2012-11-13 12:30:11, GET, /pro/relate, HTTP/1.1, 404, 0.036000
127.0.0.1, 2012-11-13 12:30:16, GET, /pro/relate, HTTP/1.1, 404, 0.033000
127.0.0.1, 2012-11-13 12:30:31, GET, /pro/relate, HTTP/1.1, 404, 0.033000
127.0.0.1, 2012-11-13 12:30:44, GET, /pro/dele, HTTP/1.1, 404, 0.036000
127.0.0.1, 2012-11-13 12:30:47, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-13 12:30:47, GET, /welcome/default/index, HTTP/1.1, 200, 0.037000
127.0.0.1, 2012-11-13 12:30:49, GET, /admin/default/index, HTTP/1.1, 303, 0.019000
127.0.0.1, 2012-11-13 12:30:50, GET, /admin/default/site, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-11-13 12:30:51, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.861000
127.0.0.1, 2012-11-13 12:30:53, GET, /pro/default/index, HTTP/1.1, 200, 0.071000
127.0.0.1, 2012-11-13 12:30:55, GET, /pro/default/relate, HTTP/1.1, 200, 0.077000
127.0.0.1, 2012-11-13 12:31:05, POST, /pro/default/relate, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 12:31:09, POST, /pro/default/relate, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-11-13 12:31:17, POST, /pro/default/relate, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-11-13 12:31:35, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-13 12:31:35, GET, /welcome/default/index, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 12:31:37, GET, /admin/default/index, HTTP/1.1, 303, 0.022000
127.0.0.1, 2012-11-13 12:31:37, GET, /admin/default/site, HTTP/1.1, 200, 0.136000
127.0.0.1, 2012-11-13 12:31:38, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.962000
127.0.0.1, 2012-11-13 12:32:31, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-13 12:32:31, GET, /welcome/default/index, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-11-13 12:32:33, GET, /admin/default/index, HTTP/1.1, 303, 0.017000
127.0.0.1, 2012-11-13 12:32:33, GET, /admin/default/site, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 12:32:34, GET, /admin/default/twitter.load, HTTP/1.1, 200, 1.190000
127.0.0.1, 2012-11-13 12:32:35, GET, /pro/default/index, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-11-13 12:32:37, GET, /pro/default/relate, HTTP/1.1, 200, 0.048000
127.0.0.1, 2012-11-13 12:33:28, GET, /, HTTP/1.1, 303, 0.003000
127.0.0.1, 2012-11-13 12:33:29, GET, /welcome/default/index, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-11-13 12:33:31, GET, /admin/default/index, HTTP/1.1, 303, 0.023000
127.0.0.1, 2012-11-13 12:33:31, GET, /admin/default/site, HTTP/1.1, 200, 0.097000
127.0.0.1, 2012-11-13 12:33:32, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.822000
127.0.0.1, 2012-11-13 12:33:36, GET, /welcome/default/index, HTTP/1.1, 200, 0.079000
127.0.0.1, 2012-11-13 12:33:40, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-13 12:33:40, GET, /welcome/default/index, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-11-13 12:33:42, GET, /admin/default/index, HTTP/1.1, 303, 0.016000
127.0.0.1, 2012-11-13 12:33:42, GET, /admin/default/site, HTTP/1.1, 200, 0.083000
127.0.0.1, 2012-11-13 12:33:43, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.852000
127.0.0.1, 2012-11-13 12:33:45, GET, /admin/default/design/pro, HTTP/1.1, 200, 0.151000
127.0.0.1, 2012-11-13 12:43:04, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-11-13 12:43:05, GET, /welcome/default/index, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-11-13 12:43:25, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-13 12:43:26, GET, /welcome/default/index, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-11-13 12:43:30, GET, /admin/default/index, HTTP/1.1, 200, 0.057000
127.0.0.1, 2012-11-13 12:43:33, POST, /admin/default/index, HTTP/1.1, 303, 0.054000
127.0.0.1, 2012-11-13 12:43:33, GET, /admin/default/site, HTTP/1.1, 200, 0.097000
127.0.0.1, 2012-11-13 12:43:34, POST, /admin/default/check_version, HTTP/1.1, 500, 0.975000
127.0.0.1, 2012-11-13 12:43:34, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.977000
127.0.0.1, 2012-11-13 12:43:35, GET, /pro/default/index, HTTP/1.1, 303, 0.044000
127.0.0.1, 2012-11-13 12:43:35, GET, /pro/default/user/login, HTTP/1.1, 200, 0.049000
127.0.0.1, 2012-11-13 12:43:38, POST, /pro/default/user/login, HTTP/1.1, 303, 0.052000
127.0.0.1, 2012-11-13 12:43:38, GET, /pro/default/index, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-11-13 12:43:45, GET, /pro/default/relate, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-11-13 12:43:53, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-13 12:43:53, GET, /welcome/default/index, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-11-13 12:43:55, GET, /admin/default/index, HTTP/1.1, 303, 0.018000
127.0.0.1, 2012-11-13 12:43:55, GET, /admin/default/site, HTTP/1.1, 200, 0.089000
127.0.0.1, 2012-11-13 12:43:56, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.868000
127.0.0.1, 2012-11-13 12:44:05, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-11-13 12:44:05, GET, /welcome/default/index, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-11-13 12:44:07, GET, /admin/default/index, HTTP/1.1, 303, 0.027000
127.0.0.1, 2012-11-13 12:44:08, GET, /admin/default/site, HTTP/1.1, 200, 0.099000
127.0.0.1, 2012-11-13 12:44:09, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.816000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/default/site, HTTP/1.1, 200, 0.079000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.056000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.064000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.022000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.028000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.042000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.011000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.014000
127.0.0.1, 2012-11-13 12:44:15, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
